Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident
29:32.3,Urishilla Sarkar,2020BTech842,Female,2025,Sehore,PG,23.305193,77.163869,466001,"['Bike', 'Private Bus', 'Walking']",30–45 mins,With friends,4:25 PM,10:00 AM,"['Friday', 'Saturday', 'Wednesday']",Yes,3,"H.No. 45, Hayer Ganj
Thrissur 066898",23.00466,77.060026,Fuga vero repellendus nam id.,14-08-2024,19:45:21,No,Not Sure,Yes,3,1,4,No,No,4,1
03:40.2,Zaid Chawla,2021BTech282,Other,2025,Bhopal,PG,23.296889,77.165924,466001,['College Bus'],15–30 mins,With friends,8:30 AM,11:35 AM,"['Monday', 'Wednesday', 'Thursday']",Yes,1,"76/48
Handa Marg, Tezpur 887172",23.190692,77.043613,Animi tenetur non possimus maxime optio.,14-07-2024,00:30:48,Not Sure,Not Sure,Yes,1,3,3,Not Sure,Yes,2,1
34:58.1,Maanas Khosla,2022BTech628,Female,2024,Kotri,PG,23.398256,77.04987,462030,"['Private Bus', 'Personal Car', 'Monthly Cab']",15–30 mins,Alone,10:05 AM,7:30 PM,"['Saturday', 'Wednesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,No,Yes,3,3,2,Not Sure,No,3,1
03:59.9,Raghav Dhar,2020BTech700,Female,2023,Bhopal,Rented Flat,23.464217,77.170535,466001,['Bike'],15–30 mins,With friends,2:50 PM,11:35 AM,"['Thursday', 'Saturday', 'Friday', 'Tuesday', 'Monday', 'Wednesday']",Yes,3,"48/82, Ben Nagar
Dhule 818641",23.059585,77.220737,Reiciendis laboriosam tempora magni quam adipisci consectetur.,04-11-2024,20:57:57,Yes,Not Sure,Yes,1,3,1,Not Sure,Yes,3,1
06:13.0,Yachana Sanghvi,2025BTech473,Male,2025,Bhopal,Hostel,23.269922,77.221568,462030,['Scooty'],30–45 mins,Alone,2:50 PM,1:10 PM,"['Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday']",Yes,2,"98, Dua Street, Hindupur 678183",23.363669,77.280881,Harum ea placeat aspernatur reiciendis nemo vitae.,25-11-2024,19:05:26,Yes,Not Sure,Yes,5,5,5,No,Yes,3,1
12:18.9,Anmol Rau,2021BTech672,Male,2025,Sehore,Rented Flat,23.423614,77.059741,462030,['Private Bus'],30–45 mins,With friends,11:40 AM,1:10 PM,"['Saturday', 'Thursday', 'Friday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,No,No,3,2,4,No,No,1,1
35:58.4,Mitesh Bali,2025BTech887,Other,2023,Sehore,Hostel,23.436217,77.406564,462030,"['Scooty', 'Personal Car', 'Private Bus']",45 mins–1 hour,With friends,4:25 PM,7:30 PM,"['Monday', 'Thursday', 'Friday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,4,4,5,Yes,Yes,1,1
56:35.2,Anita Mani,2025BTech404,Other,2024,Sehore,Hostel,23.009969,77.255459,466001,"['Walking', 'Monthly Cab']",45 mins–1 hour,With friends,10:05 AM,7:30 PM,"['Tuesday', 'Saturday', 'Friday', 'Wednesday', 'Thursday', 'Monday']",Yes,2,"87/120
Mital Marg
Nadiad-952890",23.380403,77.447368,Totam ipsum quos mollitia.,11-09-2024,10:23:00,Yes,No,No,1,4,1,Yes,Yes,2,1
25:06.6,Pranav Desai,2020BTech107,Female,2023,Sehore,Rented Flat,23.038791,77.491666,466001,"['College Bus', 'Monthly Cab', 'Scooty']",15–30 mins,With friends,10:05 AM,5:55 PM,"['Friday', 'Tuesday', 'Monday', 'Thursday']",Yes,1,"H.No. 70
Jain Nagar, Amravati 505802",23.155495,77.138935,Placeat nobis aliquam ipsa id quae.,21-02-2024,05:58:05,No,Yes,No,3,3,1,No,No,1,1
22:54.1,Kashish Batta,2023BTech995,Male,2025,Sehore,Hostel,23.287623,77.39583,462030,['Monthly Cab'],15–30 mins,Alone,1:15 PM,4:20 PM,"['Thursday', 'Tuesday', 'Monday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,2,3,4,Not Sure,Yes,2,1
44:00.0,Rachita Natt,2020BTech753,Male,2023,Bhopal,Hostel,23.291547,77.128897,462030,"['Scooty', 'Bike']",30–45 mins,With friends,8:30 AM,5:55 PM,"['Friday', 'Tuesday', 'Thursday', 'Saturday', 'Monday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,1,2,4,Yes,No,1,1
31:14.8,Gauri Bath,2024BTech748,Female,2024,Kotri,Hostel,23.157307,77.282977,466001,['Personal Car'],45 mins–1 hour,With friends,11:40 AM,10:00 AM,"['Tuesday', 'Saturday', 'Friday', 'Monday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,5,4,4,Not Sure,Yes,4,1
52:32.6,Rachana Soman,2023BTech188,Male,2025,Kotri,Hostel,23.411731,77.450606,466001,"['Walking', 'Bike']",15–30 mins,With friends,10:05 AM,1:10 PM,"['Friday', 'Thursday', 'Saturday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,2,3,5,No,No,3,1
52:35.5,Gavin Khare,2023BTech281,Male,2025,Sehore,Hostel,23.284489,77.232304,462030,"['Private Bus', 'Scooty', 'Bike']",30–45 mins,Alone,11:40 AM,4:20 PM,"['Thursday', 'Friday', 'Saturday', 'Wednesday', 'Monday']",Yes,3,"74/48, Guha Road, Thiruvananthapuram-284538",23.101921,77.060433,Officia molestias cum ipsum.,27-04-2024,10:24:53,Not Sure,No,Yes,5,3,5,Yes,No,2,1
13:28.1,Banjeet Ray,2022BTech209,Female,2023,Bhopal,Hostel,23.157601,77.463407,462030,"['Walking', 'Personal Car', 'Scooty']",45 mins–1 hour,With friends,4:25 PM,7:30 PM,"['Monday', 'Saturday', 'Tuesday', 'Friday']",Yes,1,"H.No. 115, Aurora Zila
Vellore 721069",23.449482,77.266627,Harum fuga est animi.,01-05-2024,23:46:37,Yes,Not Sure,Yes,4,4,5,No,Yes,1,1
03:03.6,Zarna Shanker,2025BTech946,Male,2025,Sehore,Rented Flat,23.138262,77.34685,462030,"['Monthly Cab', 'Personal Car', 'Walking']",30–45 mins,Alone,1:15 PM,1:10 PM,"['Saturday', 'Tuesday', 'Friday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,Yes,1,4,1,No,Yes,4,1
48:12.5,Chaman Goda,2025BTech921,Female,2025,Sehore,PG,23.237879,77.270773,462030,"['Personal Car', 'College Bus']",15–30 mins,Alone,6:00 PM,7:30 PM,"['Wednesday', 'Saturday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,No,1,2,4,Yes,No,3,1
03:16.9,David Vig,2025BTech701,Male,2024,Sehore,Hostel,23.283366,77.164145,462030,['Scooty'],30–45 mins,With friends,1:15 PM,2:45 PM,"['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Wednesday', 'Friday']",Yes,1,"55/60
Varghese Zila
Tezpur-747469",23.089699,77.457713,Architecto rerum magnam quo.,13-05-2024,03:35:24,No,No,No,5,3,2,No,No,5,1
12:12.9,Rachit Sankar,2023BTech592,Other,2024,Bhopal,Rented Flat,23.317512,77.422125,462030,['Personal Car'],45 mins–1 hour,Alone,10:05 AM,11:35 AM,"['Wednesday', 'Saturday', 'Monday', 'Tuesday', 'Friday']",Yes,3,"59/875, Sengupta Road
Howrah-550755",23.197401,77.303918,Debitis deserunt iste voluptatem corporis.,22-09-2024,02:07:32,No,Not Sure,Yes,3,1,4,No,No,4,1
50:02.9,Netra Nazareth,2022BTech303,Female,2025,Bhopal,PG,23.113784,77.209803,462030,"['Personal Car', 'Scooty', 'Walking']",15–30 mins,Alone,6:00 PM,4:20 PM,"['Monday', 'Saturday', 'Thursday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,Yes,2,2,4,Yes,No,5,1
17:03.1,Manya Dhillon,2021BTech532,Female,2024,Sehore,Hostel,23.316798,77.495907,466001,['Walking'],45 mins–1 hour,Alone,8:30 AM,7:30 PM,"['Saturday', 'Monday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,5,3,5,No,Yes,3,1
49:05.5,Turvi Rattan,2021BTech963,Male,2023,Kotri,Hostel,23.098366,77.374325,462030,"['Monthly Cab', 'Bike']",15–30 mins,With friends,8:30 AM,4:20 PM,"['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Friday']",Yes,1,"H.No. 49, Srivastava Circle
Kottayam 125153",23.443267,77.231266,Eius aliquam vero quas voluptates.,15-06-2024,03:35:12,No,No,Yes,1,5,4,No,No,5,1
07:59.2,Garima Saxena,2020BTech866,Female,2023,Sehore,Hostel,23.263944,77.303132,466001,['Monthly Cab'],30–45 mins,With friends,6:00 PM,7:30 PM,"['Thursday', 'Friday', 'Monday', 'Tuesday']",Yes,3,"23
De Circle, Hyderabad-118057",23.377274,77.482717,Distinctio eum unde aperiam ratione quisquam.,15-11-2024,20:28:13,Not Sure,Yes,Yes,1,1,4,Yes,No,2,1
08:58.2,Vamakshi Khatri,2022BTech733,Male,2024,Sehore,Rented Flat,23.272692,77.455181,466001,"['Monthly Cab', 'Private Bus']",15–30 mins,Alone,10:05 AM,4:20 PM,"['Thursday', 'Friday', 'Saturday', 'Monday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,5,1,4,Not Sure,Yes,2,1
15:13.2,Faras Sekhon,2024BTech296,Other,2024,Bhopal,Rented Flat,23.454553,77.094543,466001,['Scooty'],30–45 mins,Alone,8:30 AM,5:55 PM,"['Thursday', 'Monday', 'Wednesday']",Yes,1,"293, Patla Path, Mangalore 120420",23.086533,77.340904,Architecto non dicta accusamus veritatis deserunt.,28-07-2024,15:03:39,Yes,Not Sure,Yes,2,2,3,Yes,Yes,3,1
07:50.4,Vamakshi Garde,2021BTech268,Male,2023,Sehore,Rented Flat,23.034788,77.019193,462030,['Monthly Cab'],30–45 mins,With friends,4:25 PM,1:10 PM,"['Tuesday', 'Thursday', 'Friday', 'Monday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,5,2,4,Not Sure,No,4,1
27:36.4,Chandresh Lalla,2022BTech228,Male,2024,Bhopal,PG,23.286228,77.138583,462030,"['Private Bus', 'Monthly Cab', 'Bike']",15–30 mins,Alone,1:15 PM,1:10 PM,"['Friday', 'Wednesday', 'Saturday', 'Monday', 'Thursday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,4,4,2,Yes,Yes,4,1
21:38.2,Adweta Venkatesh,2022BTech588,Female,2023,Sehore,PG,23.29555,77.448097,466001,"['Private Bus', 'Scooty', 'Personal Car']",45 mins–1 hour,With friends,11:40 AM,11:35 AM,"['Friday', 'Wednesday', 'Monday', 'Saturday', 'Thursday']",Yes,1,"908
Varghese Circle
Jhansi 118470",23.0333,77.33586,Fuga consequuntur laborum fugit accusamus reprehenderit.,01-10-2024,11:19:34,Not Sure,No,No,3,3,5,No,No,2,1
35:05.2,Hritik Bawa,2020BTech992,Female,2025,Sehore,Rented Flat,23.445187,77.477288,466001,['Walking'],30–45 mins,With friends,4:25 PM,4:20 PM,"['Saturday', 'Wednesday', 'Friday']",Yes,1,"55/46, Koshy Ganj, Ludhiana 787643",23.185904,77.146318,Vel perferendis veritatis nihil modi.,10-10-2024,00:36:54,Yes,Not Sure,No,1,1,2,No,No,1,1
03:40.9,Hema Nath,2025BTech109,Male,2024,Bhopal,PG,23.469128,77.403289,466001,['College Bus'],30–45 mins,Alone,1:15 PM,11:35 AM,"['Saturday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,3,1,4,Not Sure,Yes,4,1
42:54.1,Onveer Chhabra,2022BTech898,Other,2023,Kotri,Hostel,23.025347,77.040095,466001,"['Personal Car', 'Walking']",45 mins–1 hour,Alone,1:15 PM,7:30 PM,"['Saturday', 'Monday', 'Tuesday', 'Friday']",Yes,2,"98/611, Sankar Path
Amravati-644072",23.117943,77.308953,Minus quaerat at tempora totam velit voluptatibus dolorum.,04-04-2024,14:28:04,Not Sure,No,Yes,4,4,5,No,No,5,1
59:20.5,Prisha Chaudhuri,2021BTech804,Female,2024,Kotri,Rented Flat,23.069241,77.029981,462030,"['Bike', 'Walking']",30–45 mins,With friends,11:40 AM,11:35 AM,"['Saturday', 'Thursday', 'Friday', 'Tuesday']",Yes,1,"363, Wadhwa Ganj, Varanasi 535609",23.184102,77.318224,Distinctio dolor ut libero suscipit minus.,05-11-2024,04:32:14,No,Yes,No,2,5,5,Yes,Yes,4,1
47:58.3,Ekbal Saxena,2024BTech496,Other,2024,Kotri,Hostel,23.006883,77.324622,462030,['Bike'],30–45 mins,Alone,1:15 PM,1:10 PM,"['Wednesday', 'Saturday', 'Monday', 'Tuesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,1,5,5,Not Sure,Yes,2,1
06:58.8,Faris Rama,2024BTech828,Female,2023,Bhopal,Hostel,23.177262,77.443285,466001,"['Bike', 'College Bus']",30–45 mins,With friends,6:00 PM,5:55 PM,"['Wednesday', 'Saturday', 'Monday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,1,2,2,Not Sure,No,4,1
05:24.0,Yagnesh Bhattacharyya,2020BTech873,Female,2025,Kotri,PG,23.3911,77.363833,466001,"['Walking', 'Scooty', 'Monthly Cab']",30–45 mins,Alone,1:15 PM,10:00 AM,"['Thursday', 'Saturday', 'Friday', 'Tuesday', 'Monday', 'Wednesday']",Yes,2,"549
Tara Marg
Tenali 016745",23.265899,77.311762,Dolorum similique amet minus facere aperiam consequuntur.,27-02-2024,12:29:55,Yes,Not Sure,Yes,5,4,1,Not Sure,No,1,1
52:10.9,Leena Sharma,2020BTech129,Other,2023,Bhopal,PG,23.171854,77.258494,466001,"['Private Bus', 'Bike']",15–30 mins,With friends,6:00 PM,7:30 PM,"['Thursday', 'Wednesday', 'Tuesday', 'Saturday']",Yes,1,"43/613, Dhar
Bhind-033700",23.295657,77.369041,Adipisci facere incidunt possimus similique sequi cumque.,04-04-2024,06:21:14,Not Sure,Yes,Yes,2,4,1,Not Sure,Yes,5,1
29:37.4,Max Sani,2020BTech331,Other,2025,Bhopal,PG,23.241903,77.399373,462030,"['Scooty', 'College Bus', 'Bike']",45 mins–1 hour,With friends,8:30 AM,11:35 AM,"['Wednesday', 'Saturday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,2,4,2,Not Sure,No,5,1
40:34.4,Nirja Seth,2022BTech666,Male,2023,Kotri,Hostel,23.280822,77.018172,462030,"['College Bus', 'Private Bus']",30–45 mins,Alone,6:00 PM,11:35 AM,"['Saturday', 'Friday', 'Wednesday', 'Thursday', 'Monday']",Yes,3,"H.No. 08
Buch Circle
Morena-080818",23.388794,77.015044,Error magnam quia illo delectus tempora placeat doloremque.,04-09-2024,11:07:20,Not Sure,No,Yes,1,1,5,Not Sure,No,2,1
32:03.5,Suhani Kota,2020BTech867,Female,2025,Kotri,Rented Flat,23.478662,77.272393,466001,"['Scooty', 'Personal Car']",30–45 mins,With friends,6:00 PM,4:20 PM,"['Thursday', 'Wednesday', 'Saturday']",Yes,3,"H.No. 872
Seshadri Ganj, Ozhukarai-314821",23.057434,77.236653,Accusamus rem hic ad.,26-05-2024,21:57:59,Yes,Yes,No,5,1,1,Not Sure,Yes,2,1
59:24.1,Udant Dhingra,2020BTech601,Other,2025,Bhopal,Rented Flat,23.395692,77.055635,466001,['Bike'],45 mins–1 hour,Alone,6:00 PM,2:45 PM,"['Wednesday', 'Monday', 'Friday']",Yes,2,"441, Choudhury Path, Ratlam 006905",23.495947,77.225006,At nemo libero nostrum doloremque.,13-04-2024,01:35:00,No,Yes,No,1,4,1,No,Yes,3,1
44:01.5,Sarthak Chada,2020BTech214,Other,2024,Sehore,PG,23.077941,77.388193,462030,['Private Bus'],45 mins–1 hour,With friends,10:05 AM,10:00 AM,"['Wednesday', 'Monday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,5,3,5,No,No,4,1
00:53.9,Krishna Talwar,2021BTech601,Female,2024,Sehore,Hostel,23.139285,77.01667,466001,"['College Bus', 'Private Bus']",45 mins–1 hour,Alone,6:00 PM,4:20 PM,"['Friday', 'Thursday', 'Wednesday']",Yes,2,"H.No. 384
Dayal Marg
Shahjahanpur 275827",23.403203,77.120607,Praesentium autem consectetur quod suscipit rem ducimus.,10-08-2024,00:49:22,Not Sure,Not Sure,No,4,3,4,Not Sure,Yes,2,1
52:26.3,Jeet More,2021BTech531,Female,2024,Sehore,PG,23.38899,77.276124,462030,['Monthly Cab'],15–30 mins,With friends,2:50 PM,1:10 PM,"['Tuesday', 'Monday', 'Thursday', 'Saturday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,Yes,5,1,4,Not Sure,Yes,5,1
15:21.9,Aarnav Bala,2025BTech522,Female,2023,Kotri,Rented Flat,23.341584,77.379649,466001,"['Monthly Cab', 'Personal Car']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Friday', 'Monday', 'Wednesday', 'Saturday']",Yes,1,"97/82
Rau Nagar
Karaikudi 738417",23.23811,77.454378,Officiis porro placeat quos.,10-01-2024,00:43:28,Yes,Not Sure,No,5,2,5,Not Sure,No,5,1
11:10.9,Varsha Comar,2020BTech500,Male,2024,Bhopal,Hostel,23.354413,77.418885,462030,"['Private Bus', 'Walking', 'College Bus']",45 mins–1 hour,Alone,8:30 AM,2:45 PM,"['Monday', 'Friday', 'Tuesday', 'Wednesday', 'Thursday', 'Saturday']",Yes,1,"H.No. 18, Mani Chowk, Guwahati 455563",23.165681,77.210986,Incidunt non impedit officia exercitationem iure.,07-06-2024,06:56:06,Not Sure,Not Sure,Yes,3,3,2,No,No,3,1
22:35.0,Liam Hegde,2024BTech251,Female,2024,Kotri,Rented Flat,23.429416,77.249919,462030,"['Bike', 'Scooty', 'Private Bus']",15–30 mins,With friends,6:00 PM,5:55 PM,"['Thursday', 'Wednesday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,1,3,4,No,No,2,1
47:49.5,Manan Ravi,2021BTech433,Other,2025,Bhopal,Hostel,23.462485,77.365243,462030,"['Private Bus', 'Monthly Cab']",15–30 mins,With friends,8:30 AM,5:55 PM,"['Friday', 'Tuesday', 'Monday', 'Thursday', 'Wednesday', 'Saturday']",Yes,3,"39/42
Divan Street, Firozabad-144799",23.362541,77.359002,Culpa odit aspernatur maiores quos.,11-08-2024,22:54:09,Yes,Not Sure,No,2,3,5,No,No,1,1
39:47.5,Tripti Patla,2023BTech482,Male,2023,Bhopal,Rented Flat,23.089603,77.347934,466001,['College Bus'],45 mins–1 hour,Alone,2:50 PM,1:10 PM,"['Thursday', 'Friday', 'Saturday', 'Monday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,No,No,3,2,3,No,Yes,4,1
55:22.6,Jagrati Zachariah,2023BTech574,Female,2025,Sehore,Hostel,23.291119,77.253414,466001,"['College Bus', 'Walking']",30–45 mins,With friends,1:15 PM,7:30 PM,"['Monday', 'Tuesday', 'Saturday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,Yes,4,3,5,No,Yes,1,1
00:24.6,David Dube,2020BTech748,Other,2025,Sehore,Hostel,23.227578,77.302251,462030,"['Walking', 'Private Bus', 'College Bus']",45 mins–1 hour,Alone,1:15 PM,4:20 PM,"['Friday', 'Saturday', 'Wednesday', 'Thursday', 'Monday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,5,4,5,Yes,Yes,1,1
56:25.2,Andrew Varty,2023BTech874,Other,2023,Kotri,Rented Flat,23.07753,77.179579,462030,"['Monthly Cab', 'Personal Car']",30–45 mins,Alone,4:25 PM,10:00 AM,"['Saturday', 'Tuesday', 'Friday', 'Monday', 'Wednesday', 'Thursday']",Yes,2,"199
Kulkarni Marg
Thiruvananthapuram 455588",23.376071,77.414738,Dolores corporis hic reprehenderit quia iusto fugiat.,27-08-2024,03:28:46,Not Sure,Not Sure,Yes,1,3,4,Not Sure,No,1,1
57:15.7,Yatan Rajagopal,2024BTech926,Other,2023,Sehore,Rented Flat,23.341276,77.305256,462030,"['Private Bus', 'College Bus']",15–30 mins,With friends,4:25 PM,10:00 AM,"['Monday', 'Wednesday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,4,5,1,Not Sure,Yes,4,1
27:24.1,Chakradev Barad,2023BTech697,Male,2024,Kotri,PG,23.302219,77.05295,466001,"['College Bus', 'Scooty', 'Monthly Cab']",30–45 mins,With friends,10:05 AM,1:10 PM,"['Saturday', 'Thursday', 'Friday']",Yes,3,"145, Parekh Street
Tiruppur 626514",23.43134,77.195789,Ex esse rem alias sequi nulla error explicabo.,05-04-2024,10:51:54,Yes,No,No,2,5,4,Yes,Yes,2,1
18:11.4,Elijah Rao,2022BTech479,Other,2025,Bhopal,Rented Flat,23.353275,77.3536,466001,"['Monthly Cab', 'Bike']",30–45 mins,With friends,8:30 AM,10:00 AM,"['Friday', 'Monday', 'Tuesday', 'Saturday', 'Wednesday']",Yes,3,"186
Choudhary Ganj
Karawal Nagar-620012",23.424321,77.036639,Doloribus nam animi voluptate sequi.,13-09-2024,06:40:44,No,Yes,No,1,1,5,No,No,4,1
20:00.8,Samuel Virk,2021BTech588,Other,2023,Sehore,Hostel,23.316492,77.12981,462030,['Private Bus'],15–30 mins,With friends,2:50 PM,11:35 AM,"['Friday', 'Saturday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,5,1,4,No,No,3,1
15:38.0,Ikshita Maharaj,2021BTech630,Female,2025,Bhopal,Hostel,23.262389,77.186849,462030,"['Private Bus', 'Bike', 'College Bus']",45 mins–1 hour,With friends,11:40 AM,11:35 AM,"['Thursday', 'Saturday', 'Tuesday', 'Friday', 'Wednesday']",Yes,2,"H.No. 19, Khatri Path
Vijayanagaram-696252",23.447024,77.089736,At numquam esse.,14-11-2024,14:42:53,Not Sure,Not Sure,Yes,4,1,2,Not Sure,No,4,1
35:46.2,Sneha Kale,2021BTech268,Other,2025,Kotri,PG,23.329481,77.344127,466001,['Walking'],45 mins–1 hour,Alone,11:40 AM,5:55 PM,"['Monday', 'Thursday', 'Wednesday', 'Tuesday']",Yes,2,"67/26, Biswas Road
Katihar 829017",23.376614,77.229631,Culpa neque exercitationem pariatur.,10-10-2024,18:17:36,Yes,Not Sure,Yes,5,4,3,Yes,No,2,1
57:41.9,Pavani Saxena,2024BTech442,Female,2025,Sehore,Hostel,23.406785,77.42189,462030,['Bike'],30–45 mins,Alone,10:05 AM,4:20 PM,"['Friday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,2,5,1,No,Yes,3,1
34:00.4,Amruta Vaidya,2021BTech326,Female,2025,Bhopal,PG,23.260783,77.357083,466001,['Private Bus'],30–45 mins,Alone,10:05 AM,10:00 AM,"['Monday', 'Friday', 'Thursday', 'Saturday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,Yes,2,5,1,No,No,1,1
20:09.7,Theodore Naidu,2020BTech602,Other,2025,Bhopal,PG,23.420563,77.124217,466001,"['Personal Car', 'Monthly Cab']",45 mins–1 hour,With friends,11:40 AM,2:45 PM,"['Wednesday', 'Thursday', 'Saturday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,3,2,3,Yes,No,2,1
24:26.5,Darpan Shah,2025BTech757,Female,2024,Bhopal,PG,23.295994,77.302914,462030,"['Private Bus', 'Personal Car', 'Walking']",15–30 mins,Alone,4:25 PM,4:20 PM,"['Tuesday', 'Wednesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,4,1,1,Yes,Yes,3,1
28:25.0,Tanvi Kade,2025BTech574,Other,2025,Kotri,Hostel,23.464208,77.022618,466001,"['Scooty', 'Walking']",15–30 mins,With friends,8:30 AM,10:00 AM,"['Wednesday', 'Tuesday', 'Thursday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,1,5,5,Yes,Yes,4,1
37:18.8,Tara Sachdev,2025BTech363,Other,2024,Kotri,Hostel,23.115733,77.006273,462030,"['Walking', 'Bike']",30–45 mins,Alone,8:30 AM,4:20 PM,"['Tuesday', 'Monday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,2,1,3,Yes,No,4,1
26:31.1,Isaiah Oommen,2025BTech136,Other,2025,Sehore,Rented Flat,23.196128,77.299853,466001,"['Personal Car', 'Private Bus']",15–30 mins,With friends,11:40 AM,10:00 AM,"['Saturday', 'Friday', 'Thursday']",Yes,1,"48/29
Basak Chowk, Sambalpur-256230",23.067103,77.04496,Officia iure tenetur cumque ipsa alias excepturi.,10-04-2024,12:39:43,Yes,Not Sure,Yes,2,4,5,No,Yes,5,1
32:51.9,Advaith Gala,2022BTech129,Female,2024,Sehore,Hostel,23.396792,77.152627,466001,['Personal Car'],45 mins–1 hour,Alone,8:30 AM,1:10 PM,"['Monday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,1,5,3,Yes,Yes,4,1
26:25.3,Oeshi Sani,2020BTech389,Male,2025,Kotri,Rented Flat,23.450835,77.083943,466001,"['Personal Car', 'Private Bus']",30–45 mins,With friends,2:50 PM,7:30 PM,"['Saturday', 'Tuesday', 'Friday', 'Thursday', 'Monday']",Yes,1,"05/72
Gola, Bhatpara-227365",23.210606,77.385689,Velit sunt quod beatae asperiores.,14-04-2024,06:05:09,No,Yes,Yes,4,5,2,No,Yes,5,1
20:37.3,Madhav Ahuja,2025BTech472,Female,2024,Kotri,PG,23.222458,77.436136,466001,"['Personal Car', 'Walking']",30–45 mins,Alone,10:05 AM,7:30 PM,"['Tuesday', 'Monday', 'Saturday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,3,2,4,No,No,4,1
32:09.3,Ira Walla,2022BTech116,Female,2025,Sehore,Rented Flat,23.499817,77.104317,466001,['Monthly Cab'],15–30 mins,Alone,1:15 PM,11:35 AM,"['Tuesday', 'Monday', 'Friday', 'Wednesday']",Yes,2,"H.No. 840, Devan Road, Anantapuram-075570",23.099063,77.24252,Quas vero sit qui rerum.,14-03-2024,23:36:32,Yes,No,No,1,5,1,Not Sure,Yes,1,1
39:33.5,Falak Lanka,2025BTech986,Female,2023,Bhopal,Rented Flat,23.091882,77.352532,462030,['Monthly Cab'],30–45 mins,With friends,2:50 PM,7:30 PM,"['Tuesday', 'Wednesday', 'Monday', 'Thursday', 'Friday', 'Saturday']",Yes,2,"H.No. 460
Bera Marg
Singrauli-642896",23.37403,77.283866,Possimus et quis ratione.,03-05-2024,07:59:57,No,Not Sure,Yes,1,2,4,No,No,5,1
